HP:0000001	C0444868	All
HP:0000599	C4025839	Abnormality of the frontal hairline
HP:0000600	C4025838	Abnormality of the pharynx
HP:0000601	C0424711	Hypotelorism
HP:0000602	C0029089	Ophthalmoplegia
HP:0000603	C0152191	Central scotoma
HP:0000603	C4280624	Central scotoma
HP:0000605	C1720037	Supranuclear gaze palsy
HP:0000606	C4025837	Abnormality of the periorbital region
HP:0000607	C1844605	Periorbital wrinkles
HP:0000608	C0024437	Macular degeneration
HP:0000609	C0338502	Optic nerve hypoplasia
HP:0000610	C0008521	Abnormal choroid morphology
HP:0000610	C4025836	Abnormal choroid morphology
HP:0000612	C0240063	Iris coloboma
HP:0000613	C0085636	Photophobia
HP:0000613	C4020887	Photophobia
HP:0000614	C4025835	Abnormal nasolacrimal system morphology
HP:0000615	C0154936	Abnormal pupil morphology
HP:0000616	C0026205	Miosis
HP:0000617	C1836393	Abnormality of ocular smooth pursuit
HP:0000618	C0271215	Blindness
HP:0000618	C0456909	Blindness
HP:0000619	C0271379	Impaired convergence
HP:0000620	C0010930	Dacryocystitis
HP:0000621	C0014390	Entropion
HP:0000622	C0344232	Blurred vision
HP:0000623	C1408507	Supranuclear ophthalmoplegia
HP:0000625	C0521573	Eyelid coloboma
HP:0000627	C0344531	Posterior embryotoxon
HP:0000627	C0546967	Posterior embryotoxon
HP:0000629	C1858036	Periorbital fullness
HP:0000630	C4021802	Abnormal retinal artery morphology
HP:0000631	C0423401	Retinal arterial tortuosity
HP:0000632	C4021801	Lacrimation abnormality
HP:0000633	C0235857	Decreased lacrimation
HP:0000634	C1846462	Impaired ocular abduction
HP:0000635	C0578626	Blue irides
HP:0000636	C1863872	Upper eyelid coloboma
HP:0000637	C1849340	Long palpebral fissure
HP:0000639	C0028738	Nystagmus
HP:0000640	C0271390	Gaze-evoked nystagmus
HP:0000641	C1836392	Dysmetric saccades
HP:0000642	C0155016	Red-green dyschromatopsia
HP:0000642	C1970168	Red-green dyschromatopsia
HP:0000643	C0005747	Blepharospasm
HP:0000646	C0002418	Amblyopia
HP:0000647	C1853235	Sclerocornea
HP:0000648	C0029124	Optic atrophy
HP:0000649	C0522214	Abnormality of visual evoked potentials
HP:0000650	C4025834	Abnormal amplitude of pattern reversal visual evoked potentials
HP:0000651	C0012569	Diplopia
HP:0000652	C1837826	Lower eyelid coloboma
HP:0000653	C1843300	Sparse eyelashes
HP:0000654	C1839025	Decreased light- and dark-adapted electroretinogram amplitude
HP:0000655	C0344290	Vitreoretinal degeneration
HP:0000656	C0013592	Ectropion
HP:0000657	C3489733	Oculomotor apraxia
HP:0000657	C4020886	Oculomotor apraxia
HP:0000658	C1142448	Eyelid apraxia
HP:0000659	C0344559	Peters anomaly
HP:0000660	C0339477	Lipemia retinalis
HP:0000661	C1846465	Palpebral fissure narrowing on adduction
HP:0000662	C0028077	Nyctalopia
HP:0000662	C4020885	Nyctalopia
HP:0000664	C0431447	Synophrys
HP:0000666	C0271385	Horizontal nystagmus
HP:0000667	C0271007	Phthisis bulbi
HP:0000668	C0020608	Hypodontia
HP:0000670	C0011334	Carious teeth
HP:0000670	C4280623	Carious teeth
HP:0000674	C0399352	Anodontia
HP:0000674	C4280622	Anodontia
HP:0000675	C1835095	Macrodontia of permanent maxillary central incisor
HP:0000675	C4280263	Macrodontia of permanent maxillary central incisor
HP:0000675	C4280620	Macrodontia of permanent maxillary central incisor
HP:0000675	C4280621	Macrodontia of permanent maxillary central incisor
HP:0000676	C4025833	Abnormality of the incisor
HP:0000677	C4082304	Oligodontia
HP:0000677	C4280619	Oligodontia
HP:0000678	C0040433	Dental crowding
HP:0000678	C1317785	Dental crowding
HP:0000678	C4280617	Dental crowding
HP:0000678	C4280618	Dental crowding
HP:0000679	C0266039	Taurodontia
HP:0000679	C4280616	Taurodontia
HP:0000680	C1849538	Delayed eruption of primary teeth
HP:0000682	C4021800	Abnormality of dental enamel
HP:0000682	C4280262	Abnormality of dental enamel
HP:0000682	C4280615	Abnormality of dental enamel
HP:0000683	C1854783	Grayish enamel
HP:0000684	C0239174	Delayed eruption of teeth
HP:0000685	C0235357	Hypoplasia of teeth
HP:0000685	C4280611	Hypoplasia of teeth
HP:0000687	C1844813	Widely spaced teeth
HP:0000689	C0024636	Dental malocclusion
HP:0000689	C4280613	Dental malocclusion
HP:0000689	C4280614	Dental malocclusion
HP:0000690	C1849950	Agenesis of maxillary lateral incisor
HP:0000690	C4083046	Agenesis of maxillary lateral incisor
HP:0000691	C0240340	Microdontia
HP:0000691	C4280611	Microdontia
HP:0000691	C4280612	Microdontia
HP:0000692	C1852504	Misalignment of teeth
HP:0000692	C4280610	Misalignment of teeth
HP:0000694	C2981132	Shell teeth
HP:0000695	C0027443	Natal tooth
HP:0000696	C1849540	Delayed eruption of permanent teeth
HP:0000698	C0266037	Conical tooth
HP:0000698	C4012359	Conical tooth
HP:0000699	C0011998	Diastema
HP:0000700	C0031029	Periapical bone loss
HP:0000700	C0034543	Periapical bone loss
HP:0000700	C1852169	Periapical bone loss
HP:0000700	C4280609	Periapical bone loss
HP:0000703	C0011436	Dentinogenesis imperfecta
HP:0000704	C0017563	Periodontitis
HP:0000704	C0031090	Periodontitis
HP:0000704	C0031099	Periodontitis
HP:0000705	C0002452	Amelogenesis imperfecta
HP:0000706	C1290587	Unerupted tooth
HP:0000707	C0497552	Abnormality of the nervous system
HP:0000708	C0004941	Behavioral abnormality
HP:0000708	C0233514	Behavioral abnormality
HP:0000709	C0033975	Psychosis
HP:0000710	C1838320	Hyperorality
HP:0000711	C3887611	Restlessness
HP:0000712	C0085633	Emotional lability
HP:0000713	C0085631	Agitation
HP:0000716	C0011581	Depressivity
HP:0000717	C0004352	Autism
HP:0000718	C0001807	Aggressive behavior
HP:0000718	C0424323	Aggressive behavior
HP:0000718	C1457883	Aggressive behavior
HP:0000719	C0233522	Inappropriate behavior
HP:0000720	C0085633	Mood swings
HP:0000721	C1837650	Lack of spontaneous play
HP:0000722	C0028768	Obsessive-compulsive behavior
HP:0000722	C0600104	Obsessive-compulsive behavior
HP:0000723	C2675334	Restrictive behavior
HP:0000723	C4021799	Restrictive behavior
HP:0000725	C0338614	Psychotic episodes
HP:0000726	C0497327	Dementia
HP:0000727	C0338455	Frontal lobe dementia
HP:0000728	C1837649	Impaired ability to form peer relationships
HP:0000729	C0856975	Autistic behavior
HP:0000729	C1510586	Autistic behavior
HP:0000732	C1837653	Inflexible adherence to routines or rituals
HP:0000733	C0038271	Stereotypy
HP:0000733	C0038273	Stereotypy
HP:0000734	C0424296	Disinhibition
HP:0000735	C0150080	Impaired social interactions
HP:0000736	C0262630	Short attention span
HP:0000737	C2700617	Irritability
HP:0000738	C0018524	Hallucinations
HP:0000738	C0235153	Hallucinations
HP:0000739	C0003467	Anxiety
HP:0000739	C4020884	Anxiety
HP:0000740	C1854339	Episodic paroxysmal anxiety
HP:0000741	C0085632	Apathy
HP:0000742	C0036601	Self-mutilation
HP:0000743	C1833297	Frontal release signs
HP:0000744	C0548883	Low frustration tolerance
HP:0000745	C0456814	Diminished motivation
HP:0000746	C0011253	Delusions
HP:0000748	C0424304	Inappropriate laughter
HP:0000749	C1839749	Paroxysmal bursts of laughter
HP:0000750	C0023012	Delayed speech and language development
HP:0000750	C0233715	Delayed speech and language development
HP:0000750	C0241210	Delayed speech and language development
HP:0000750	C0454644	Delayed speech and language development
HP:0000751	C0240735	Personality changes
HP:0000752	C0424295	Hyperactivity
HP:0000753	C4025832	Autism with high cognitive abilities
HP:0000756	C0001818	Agoraphobia
HP:0000757	C0233824	Lack of insight
HP:0000758	C4021798	Impaired use of nonverbal behaviors
HP:0000759	C0031117	Abnormal peripheral nervous system morphology
HP:0000759	C4025831	Abnormal peripheral nervous system morphology
HP:0000762	C1857640	Decreased nerve conduction velocity
HP:0000763	C0151313	Sensory neuropathy
HP:0000764	C4025830	Peripheral axonal degeneration
HP:0000765	C4021797	Abnormality of the thorax
HP:0000766	C1860493	Abnormality of the sternum
HP:0000767	C2051831	Pectus excavatum
HP:0000768	C0158731	Pectus carinatum
HP:0000769	C4025829	Abnormality of the breast
HP:0000771	C0018418	Gynecomastia
HP:0000772	C1842083	Abnormality of the ribs
HP:0000773	C0426817	Short ribs
HP:0000774	C0426790	Narrow chest
HP:0000775	C1848873	Abnormality of the diaphragm
HP:0000776	C0235833	Congenital diaphragmatic hernia
HP:0000777	C0262650	Abnormality of the thymus
HP:0000777	C0685891	Abnormality of the thymus
HP:0000778	C0685891	Hypoplasia of the thymus
HP:0000778	C4228227	Hypoplasia of the thymus
HP:0000782	C4025828	Abnormality of the scapula
HP:0000786	C0232939	Primary amenorrhea
HP:0000787	C0392525	Nephrolithiasis
HP:0000789	C0021359	Infertility
HP:0000790	C0018965	Hematuria
HP:0000791	C0403719	Uric acid nephrolithiasis
HP:0000793	C0017662	Membranoproliferative glomerulonephritis
HP:0000794	C0017661	IgA deposition in the glomerulus
HP:0000794	C4025827	IgA deposition in the glomerulus
HP:0000795	C4025826	Abnormality of the urethra
HP:0000796	C0041972	Urethral obstruction
HP:0000798	C0028960	Oligospermia
HP:0000799	C4021796	Renal steatosis
HP:0000800	C1834931	Cystic renal dysplasia
HP:0000802	C0242350	Impotence
HP:0000803	C1969144	Renal cortical cysts
HP:0000804	C1848431	Xanthine nephrolithiasis
HP:0000805	C0014394	Enuresis
HP:0000807	C0452168	Glandular hypospadias
HP:0000808	C0452147	Penoscrotal hypospadias
HP:0000809	C1389003	Urinary tract atresia
HP:0000811	C4025825	Abnormal external genitalia
HP:0000812	C4025824	Abnormal internal genitalia
HP:0000813	C0266387	Bicornuate uterus
HP:0000815	C0948896	Hypergonadotropic hypogonadism
HP:0000816	C4021795	Abnormality of Krebs cycle metabolism
HP:0000817	C1445953	Poor eye contact
HP:0000818	C0014130	Abnormality of the endocrine system
HP:0000818	C4025823	Abnormality of the endocrine system
HP:0000819	C0011849	Diabetes mellitus
HP:0000820	C0040128	Abnormality of the thyroid gland
HP:0000821	C0020676	Hypothyroidism
HP:0000822	C0020538	Hypertension
HP:0000822	C0497247	Hypertension
HP:0000823	C0034012	Delayed puberty
HP:0000824	C3714796	Growth hormone deficiency
HP:0000825	C1864903	Hyperinsulinemic hypoglycemia
HP:0000826	C0034013	Precocious puberty
HP:0000828	C0030517	Abnormality of the parathyroid gland
HP:0000828	C4025822	Abnormality of the parathyroid gland
HP:0000829	C0020626	Hypoparathyroidism
HP:0000830	C4025821	Anterior hypopituitarism
HP:0000831	C0854110	Insulin-resistant diabetes mellitus
HP:0000832	C0700502	Primary hypothyroidism
HP:0000833	C0271650	Glucose intolerance
HP:0000834	C0001621	Abnormality of the adrenal glands
HP:0000834	C4021794	Abnormality of the adrenal glands
HP:0000835	C0342491	Adrenal hypoplasia
HP:0000835	C1846223	Adrenal hypoplasia
HP:0000836	C0020550	Hyperthyroidism
HP:0000837	C1862265	Increased circulating gonadotropin level
HP:0000839	C0013338	Pituitary dwarfism
HP:0000840	C0302280	Adrenogenital syndrome
HP:0000841	C1846345	Hyperactive renin-angiotensin system
HP:0000841	C3150267	Hyperactive renin-angiotensin system
HP:0000842	C0020459	Hyperinsulinemia
HP:0000843	C0020502	Hyperparathyroidism
HP:0000845	C0001206	Growth hormone excess
HP:0000845	C0235986	Growth hormone excess
HP:0000846	C0001623	Adrenal insufficiency
HP:0000847	C4021793	Abnormality of renin-angiotensin system
HP:0000848	C0240783	Increased circulating renin level
HP:0000849	C4025820	Adrenocortical abnormality
HP:0000851	C0010308	Congenital hypothyroidism
HP:0000852	C0033806	Pseudohypoparathyroidism
HP:0000853	C0018021	Goiter
HP:0000854	C0151468	Thyroid adenoma
HP:0000855	C0021655	Insulin resistance
HP:0000857	C3278636	Neonatal insulin-dependent diabetes mellitus
HP:0000858	C0156404	Menstrual irregularities
HP:0000859	C0020428	Hyperaldosteronism
HP:0000860	C1389851	Parathyroid hypoplasia
HP:0000863	C0687720	Central diabetes insipidus
HP:0000864	C4025819	Abnormality of the hypothalamus-pituitary axis
HP:0000866	C1846034	Euthyroid multinodular goiter
HP:0000867	C0020503	Secondary hyperparathyroidism
HP:0000868	C0151639	Decreased fertility in females
HP:0000869	C0232940	Secondary amenorrhea
HP:0000870	C0020514	Prolactin excess
HP:0000871	C0242343	Panhypopituitarism
HP:0000872	C0677607	Hashimoto thyroiditis
HP:0000873	C0011848	Diabetes insipidus
HP:0000875	C1857175	Episodic hypertension
HP:0000876	C0028949	Oligomenorrhea
HP:0000877	C1837792	Insulin-resistant diabetes mellitus at puberty
HP:0000878	C1839731	11 pairs of ribs
HP:0000879	C0575497	Short sternum
HP:0000879	C4020883	Short sternum
HP:0000882	C1846434	Hypoplastic scapulae
HP:0000883	C0426818	Thin ribs
HP:0000884	C1846433	Prominent sternum
HP:0000885	C1848654	Broad ribs
HP:0000886	C1838659	Deformed rib cage
HP:0000887	C0426826	Cupped ribs
HP:0000887	C1865039	Cupped ribs
HP:0000888	C3806510	Horizontal ribs
HP:0000889	C4021792	Abnormality of the clavicle
HP:0000890	C0426808	Long clavicles
HP:0000891	C0158779	Cervical ribs
HP:0000892	C0265695	Bifid ribs
HP:0000893	C1848538	Bulging of the costochondral junction
HP:0000894	C0426799	Short clavicles
HP:0000895	C0426805	Lateral clavicle hook
HP:0000896	C1835579	Rib exostoses
HP:0000897	C0426824	Rachitic rosary
HP:0000900	C0426820	Thickened ribs
HP:0000902	C1844749	Rib fusion
HP:0000904	C1854780	Flaring of rib cage
HP:0000905	C1837757	Progressive clavicular acroosteolysis
HP:0000907	C1846154	Anterior rib cupping
HP:0000910	C1861213	Wide-cupped costochondral junctions
HP:0000911	C1855177	Flat glenoid fossa
HP:0000912	C0152438	Sprengel anomaly
HP:0000913	C1842084	Posterior rib fusion
HP:0000914	C1834124	Shield chest
HP:0000914	C1839248	Shield chest
HP:0000915	C1864796	Pectus excavatum of inferior sternum
HP:0000916	C0426801	Broad clavicles
HP:0000917	C1864795	Superior pectus carinatum
HP:0000918	C1851415	Scapular exostoses
HP:0000919	C4021791	Abnormality of the costochondral junction
HP:0000920	C1857180	Enlargement of the costochondral junction
HP:0000921	C0426816	Missing ribs
HP:0000922	C1837483	Posterior rib cupping
HP:0000923	C0426824	Beaded ribs
HP:0000924	C4021790	Abnormality of the skeletal system
HP:0000925	C4020882	Abnormality of the vertebral column
HP:0000925	C4021789	Abnormality of the vertebral column
HP:0000926	C1844704	Platyspondyly
HP:0000927	C4025818	Abnormality of skeletal maturation
HP:0000929	C0235942	Abnormality of the skull
HP:0000930	C4025817	Elevated imprint of the transverse sinuses
HP:0000931	C4021788	Thinning and bulging of the posterior fossa bones
HP:0000931	C4280608	Thinning and bulging of the posterior fossa bones
HP:0000932	C3280768	Abnormality of the posterior cranial fossa
HP:0000933	C4025816	Posterior fossa cyst at the fourth ventricle
HP:0000934	C0553730	Chondrocalcinosis
HP:0000935	C1840418	Thickened cortex of long bones
HP:0000938	C0029453	Osteopenia
HP:0000938	C0747078	Osteopenia
HP:0000939	C0029456	Osteoporosis
HP:0000940	C4021787	Abnormal diaphysis morphology
HP:0000941	C4025815	Short diaphyses
HP:0000943	C0086795	Dysostosis multiplex
HP:0000944	C4025814	Abnormality of the metaphysis
HP:0000946	C1861218	Hypoplastic ilia
HP:0000946	C4280607	Hypoplastic ilia
HP:0000947	C2749582	Dumbbell-shaped long bone
HP:0000951	C0037268	Abnormality of the skin
HP:0000951	C0037274	Abnormality of the skin
HP:0000952	C0022346	Jaundice
HP:0000953	C0162834	Hyperpigmentation of the skin
HP:0000954	C0424731	Single transverse palmar crease
HP:0000956	C0000889	Acanthosis nigricans
HP:0000957	C0221263	Cafe-au-lait spot
HP:0000957	C0265974	Cafe-au-lait spot
HP:0000958	C0151908	Dry skin
HP:0000958	C0259817	Dry skin
HP:0000960	C0426848	Sacral dimple
HP:0000961	C0010520	Cyanosis
HP:0000962	C0870082	Hyperkeratosis
HP:0000963	C0423757	Thin skin
HP:0000964	C0013595	Eczema
HP:0000965	C0263401	Cutis marmorata
HP:0000966	C0020620	Hypohidrosis
HP:0000967	C0031256	Petechiae
HP:0000968	C0013575	Ectodermal dysplasia
HP:0000969	C0013604	Edema
HP:0000970	C0003028	Anhidrosis
HP:0000971	C0038986	Abnormality of the sweat gland
HP:0000971	C0262643	Abnormality of the sweat gland
HP:0000971	C4020881	Abnormality of the sweat gland
HP:0000972	C0022596	Palmoplantar hyperkeratosis
HP:0000973	C0010495	Cutis laxa
HP:0000973	C2930812	Cutis laxa
HP:0000973	C4280606	Cutis laxa
HP:0000974	C0241074	Hyperextensible skin
HP:0000975	C0020458	Hyperhidrosis
HP:0000975	C0038990	Hyperhidrosis
HP:0000975	C0700590	Hyperhidrosis
HP:0000976	C0013595	Eczematoid dermatitis
HP:0000977	C0241178	Soft skin
HP:0000977	C1844592	Soft skin
HP:0000978	C0013491	Bruising susceptibility
HP:0000978	C0423798	Bruising susceptibility
HP:0000979	C0034150	Purpura
HP:0000980	C0030232	Pallor
HP:0000982	C0022596	Palmoplantar keratoderma
HP:0000987	C4021786	Atypical scarring of skin
HP:0000988	C0015230	Skin rash
HP:0000989	C0033774	Pruritus
HP:0000991	C0043325	Xanthomatosis
HP:0000992	C0349506	Cutaneous photosensitivity
HP:0000993	C1844597	Molluscoid pseudotumors
HP:0000995	C0027962	Melanocytic nevus
HP:0000995	C4280269	Melanocytic nevus
HP:0000996	C1858545	Facial capillary hemangioma
HP:0000997	C1860335	Axillary freckling
HP:0000998	C0020555	Hypertrichosis
HP:0000999	C0034212	Pyoderma
HP:0001000	C1260926	Abnormality of skin pigmentation
HP:0001001	C4025813	Abnormality of subcutaneous fat tissue
HP:0001003	C0036651	Multiple lentigines
HP:0001003	C1328931	Multiple lentigines
HP:0001004	C0024236	Lymphedema
HP:0001004	C0240278	Lymphedema
HP:0001004	C1835229	Lymphedema
HP:0001005	C4025812	Dermatological manifestations of systemic disorders
HP:0001006	C0020678	Hypotrichosis
HP:0001007	C0019572	Hirsutism
HP:0001008	C1843389	Accumulation of melanosomes in melanocytes
HP:0001009	C0039446	Telangiectasia
HP:0001009	C1138421	Telangiectasia
HP:0001010	C0162835	Hypopigmentation of the skin
HP:0001012	C0023798	Multiple lipomas
HP:0001012	C0745730	Multiple lipomas
HP:0001013	C0221252	Eruptive xanthomas
HP:0001014	C0002985	Angiokeratoma
HP:0001015	C1837785	Prominent superficial veins
HP:0001017	C4025811	Anemic pallor
HP:0001018	C4025810	Abnormal palmar dermatoglyphics
HP:0001019	C0011606	Erythroderma
HP:0001022	C0001916	Albinism
HP:0001022	C0333913	Albinism
HP:0001024	C1855815	Skin dimple over apex of long bone angulation
HP:0001025	C0042109	Urticaria
HP:0001026	C4025809	Penetrating foot ulcers
HP:0001027	C1849043	Soft, doughy skin
HP:0001028	C0018916	Hemangioma
HP:0001029	C0392777	Poikiloderma
HP:0001030	C0241181	Fragile skin
HP:0001031	C1403035	Subcutaneous lipoma
HP:0001032	C1861349	Absent distal interphalangeal creases
HP:0001033	C4025808	Facial flushing after alcohol intake
HP:0001034	C1842774	Hypermelanotic macule
HP:0001036	C0030436	Parakeratosis
HP:0001038	C1867638	Warfarin-induced skin necrosis
HP:0001039	C4025807	Atheroeruptive xanthoma
HP:0001040	C1867448	Multiple pterygia
HP:0001041	C0005874	Facial erythema
HP:0001041	C0035854	Facial erythema
HP:0001041	C0239488	Facial erythema
HP:0001041	C4020880	Facial erythema
HP:0001042	C4025806	High axial triradius
HP:0001043	C1856542	Prominent scalp veins
HP:0001045	C0042900	Vitiligo
HP:0001046	C4025805	Intermittent jaundice
HP:0001047	C0011615	Atopic dermatitis
HP:0001047	C4280605	Atopic dermatitis
HP:0001048	C0018920	Cavernous hemangioma
HP:0001049	C1861400	Absent dorsal skin creases over affected joints
HP:0001050	C0232370	Plethora
HP:0001051	C0036508	Seborrheic dermatitis
HP:0001051	C3806554	Seborrheic dermatitis
HP:0001052	C0235752	Nevus flammeus
